"Plot_ID","Cover_Type","Species","Subplot_Zone","Centimeters_Diagonal_Cover"
4,"WOODY","Populus grandidentata","MIDDLE",1
4,"WOODY","Prunus serotina","BOTTOM",802
4,"WOODY","Prunus serotina","MIDDLE",421
4,"WOODY","Prunus serotina","TOP",524
4,"WOODY","Prunus virginiana","BOTTOM",3
4,"WOODY","Prunus virginiana","MIDDLE",1
4,"WOODY","Prunus virginiana","TOP",1
4,"WOODY","Quercus alba","BOTTOM",28
4,"WOODY","Quercus alba","MIDDLE",1
4,"WOODY","Quercus alba","TOP",25
4,"WOODY","Quercus rubra","MIDDLE",1
4,"WOODY","Quercus velutina","BOTTOM",1
4,"WOODY","Quercus velutina","MIDDLE",62
4,"WOODY","Quercus velutina","TOP",12
4,"WOODY","Ribes cynosbati","BOTTOM",1
4,"WOODY","Ribes cynosbati","TOP",17
4,"WOODY","Rosa carolina","BOTTOM",41
4,"WOODY","Rosa carolina","MIDDLE",75
4,"WOODY","Rosa carolina","TOP",64
4,"WOODY","Sassafras albidum","BOTTOM",1
4,"WOODY","Sassafras albidum","MIDDLE",6
4,"WOODY","Sassafras albidum","TOP",1
4,"WOODY","Tilia americana","MIDDLE",1
4,"WOODY","Tilia americana","TOP",1
4,"WOODY","Vitis sp.","BOTTOM",1
4,"WOODY","Vitis sp.","TOP",1
6,"HERB","Amph. Bract. V com.","MIDDLE",1
6,"HERB","Amph. Bract. V com.","TOP",11
6,"HERB","Amphicarpa bracteata","BOTTOM",1
6,"HERB","Amphicarpa bracteata","MIDDLE",8
6,"HERB","Amphicarpa bracteata","TOP",23
6,"HERB","Anemonella thalictroides","BOTTOM",25
6,"HERB","Anemonella thalictroides","MIDDLE",109
6,"HERB","Anemonella thalictroides","TOP",34
6,"HERB","Antennaria fallax","MIDDLE",1
6,"HERB","Antennaria fallax","TOP",1
6,"HERB","Asclepias exaltata","BOTTOM",29
6,"HERB","Asclepias exaltata","MIDDLE",16
6,"HERB","Asclepias exaltata","TOP",1
6,"HERB","Aster macrophyllus","BOTTOM",4
6,"HERB","Aster macrophyllus","MIDDLE",48
6,"HERB","Aster macrophyllus","TOP",32
6,"HERB","Aster sagittifolius","BOTTOM",1
6,"HERB","Aster sagittifolius","MIDDLE",8
6,"HERB","Aster sagittifolius","TOP",1
6,"HERB","Carex pensylvanica","BOTTOM",581
6,"HERB","Carex pensylvanica","MIDDLE",674
6,"HERB","Carex pensylvanica","TOP",409
6,"HERB","Desmodium nudiflorum","BOTTOM",8
6,"HERB","Desmodium nudiflorum","MIDDLE",1
6,"HERB","Desmodium nudiflorum","TOP",1
6,"HERB","Erigeron pulchellus","MIDDLE",1
6,"HERB","Festuca obtusa","BOTTOM",1
6,"HERB","Festuca obtusa","MIDDLE",7
6,"HERB","Festuca obtusa","TOP",2
6,"HERB","Galium boreale","BOTTOM",45
6,"HERB","Galium boreale","MIDDLE",76
6,"HERB","Galium boreale","TOP",129
6,"HERB","Galium circaezans","BOTTOM",1
6,"HERB","Galium circaezans","MIDDLE",1
6,"HERB","Galium circaezans","TOP",1
6,"HERB","Galium triflorum","BOTTOM",4
6,"HERB","Galium triflorum","MIDDLE",24
6,"HERB","Galium triflorum","TOP",2
6,"HERB","Geranium maculatum","BOTTOM",19
6,"HERB","Geranium maculatum","MIDDLE",52
6,"HERB","Geranium maculatum","TOP",6
6,"HERB","Helianthus divaricatus","BOTTOM",1
6,"HERB","Helianthus divaricatus","MIDDLE",1
6,"HERB","Helianthus divaricatus","TOP",1
6,"HERB","Hepatica americana","BOTTOM",60
6,"HERB","Hepatica americana","MIDDLE",70
6,"HERB","Hepatica americana","TOP",123
6,"HERB","Heuchera richardsonii","MIDDLE",4
6,"HERB","Heuchera richardsonii","TOP",1
6,"HERB","Lathyrus ochroleucus","BOTTOM",1
6,"HERB","Lathyrus ochroleucus","MIDDLE",1
6,"HERB","Lathyrus ochroleucus","TOP",3
6,"HERB","Lysimachia quadrifolia","BOTTOM",13
6,"HERB","Lysimachia quadrifolia","MIDDLE",1
6,"HERB","Monarda fistulosa","BOTTOM",7
6,"HERB","Monarda fistulosa","MIDDLE",1
6,"HERB","Monarda fistulosa","TOP",1
6,"HERB","Osmorhiza claytoni","BOTTOM",1
6,"HERB","Osmorhiza claytoni","MIDDLE",1
6,"HERB","Osmorhiza claytoni","TOP",1
6,"HERB","Phryma leptostachya","BOTTOM",1
6,"HERB","Phryma leptostachya","MIDDLE",6
6,"HERB","Phryma leptostachya","TOP",1
6,"HERB","Poa compressa","BOTTOM",2
6,"HERB","Poa compressa","MIDDLE",1
6,"HERB","Poa pratensis","BOTTOM",1
6,"HERB","Poa pratensis","MIDDLE",1
6,"HERB","Poa pratensis","TOP",1
6,"HERB","Polygonatum biflorum","BOTTOM",1
6,"HERB","Polygonatum biflorum","MIDDLE",1
6,"HERB","Polygonatum biflorum","TOP",2
6,"HERB","Potentilla simplex","BOTTOM",1
6,"HERB","Potentilla simplex","MIDDLE",1
6,"HERB","Potentilla simplex","TOP",1
6,"HERB","Prenanthes alba","BOTTOM",1
6,"HERB","Prenanthes alba","MIDDLE",10
6,"HERB","Prenanthes alba","TOP",1
6,"HERB","Prunella vulgaris","MIDDLE",1
6,"HERB","Pteridium aquilinum","BOTTOM",19
6,"HERB","Pteridium aquilinum","MIDDLE",1
6,"HERB","Pteridium aquilinum","TOP",14
6,"HERB","Rubus flagellaris","BOTTOM",1
6,"HERB","Rubus flagellaris","MIDDLE",16
6,"HERB","Rubus flagellaris","TOP",11
6,"HERB","Rubus occidentalis","BOTTOM",1
6,"HERB","Rubus occidentalis","MIDDLE",19
6,"HERB","Rubus occidentalis","TOP",21
6,"HERB","Sanicula sp.","BOTTOM",1
6,"HERB","Sanicula sp.","MIDDLE",1
6,"HERB","Sanicula sp.","TOP",1
6,"HERB","Smilacina racemosa","BOTTOM",21
6,"HERB","Smilacina racemosa","MIDDLE",22
6,"HERB","Smilacina racemosa","TOP",9
6,"HERB","Thalictrum dioicum","BOTTOM",1
6,"HERB","Thalictrum dioicum","MIDDLE",64
6,"HERB","Thalictrum dioicum","TOP",59
6,"HERB","Uvularia grandiflora","BOTTOM",11
6,"HERB","Uvularia grandiflora","MIDDLE",1
6,"HERB","Uvularia grandiflora","TOP",13
6,"HERB","Veronicastrum virginianum","BOTTOM",19
6,"HERB","Veronicastrum virginianum","MIDDLE",3
6,"HERB","Veronicastrum virginianum","TOP",1
6,"HERB","Vicia carolina","BOTTOM",1
6,"HERB","Vicia carolina","MIDDLE",1
6,"HERB","Vicia carolina","TOP",1
6,"HERB","Viola sororia","BOTTOM",1
6,"HERB","Viola sororia","MIDDLE",4
6,"HERB","Viola sororia","TOP",1
6,"WOODY","Acer rubrum","BOTTOM",88
6,"WOODY","Acer rubrum","MIDDLE",73
6,"WOODY","Acer rubrum","TOP",14
6,"WOODY","Amelanchier arborea","BOTTOM",3
6,"WOODY","Amelanchier arborea","MIDDLE",26
6,"WOODY","Amelanchier arborea","TOP",19
6,"WOODY","Amelanchier laevis","BOTTOM",1
6,"WOODY","Amelanchier laevis","MIDDLE",1
6,"WOODY","Amelanchier laevis","TOP",1
6,"WOODY","Carya spp.","BOTTOM",40
6,"WOODY","Carya spp.","MIDDLE",110
6,"WOODY","Carya spp.","TOP",33
6,"WOODY","Cornus racemosa","BOTTOM",9
6,"WOODY","Cornus racemosa","MIDDLE",1
6,"WOODY","Cornus racemosa","TOP",6
6,"WOODY","Crataegus sp.","BOTTOM",2
6,"WOODY","Crataegus sp.","MIDDLE",1
6,"WOODY","Crataegus sp.","TOP",1
6,"WOODY","Fraxinus americana","BOTTOM",5
6,"WOODY","Gaylussacia baccata","MIDDLE",39
6,"WOODY","Hamamelis virginiana","BOTTOM",95
6,"WOODY","Hamamelis virginiana","MIDDLE",159
6,"WOODY","Juniperus communis","BOTTOM",1
6,"WOODY","Juniperus communis","MIDDLE",1
6,"WOODY","Juniperus communis","TOP",1
6,"WOODY","Parthenocissus quinquefolia","BOTTOM",1
6,"WOODY","Parthenocissus quinquefolia","MIDDLE",17
6,"WOODY","Parthenocissus quinquefolia","TOP",2
6,"WOODY","Populus grandidentata","BOTTOM",1
6,"WOODY","Prunus serotina","BOTTOM",95
6,"WOODY","Prunus serotina","MIDDLE",214
6,"WOODY","Prunus serotina","TOP",301
6,"WOODY","Prunus virginiana","BOTTOM",18
6,"WOODY","Prunus virginiana","MIDDLE",17
6,"WOODY","Prunus virginiana","TOP",96
6,"WOODY","Quercus alba","BOTTOM",33
6,"WOODY","Quercus alba","MIDDLE",67
6,"WOODY","Quercus alba","TOP",12
6,"WOODY","Quercus rubra","BOTTOM",1
6,"WOODY","Quercus rubra","MIDDLE",1
6,"WOODY","Quercus rubra","TOP",1
6,"WOODY","Quercus velutina","BOTTOM",78
6,"WOODY","Quercus velutina","MIDDLE",53
6,"WOODY","Quercus velutina","TOP",30
6,"WOODY","Ribes cynosbati","MIDDLE",43
6,"WOODY","Ribes cynosbati","TOP",2
6,"WOODY","Rosa carolina","BOTTOM",19
6,"WOODY","Rosa carolina","MIDDLE",33
6,"WOODY","Rosa carolina","TOP",19
6,"WOODY","Sassafras albidum","BOTTOM",2
6,"WOODY","Sassafras albidum","MIDDLE",2
6,"WOODY","Sassafras albidum","TOP",1
6,"WOODY","Tilia americana","BOTTOM",29
6,"WOODY","Tilia americana","MIDDLE",61
6,"WOODY","Tilia americana","TOP",86
6,"WOODY","Vaccinium corymbosum","MIDDLE",5
6,"WOODY","Vitis spp.","BOTTOM",1
6,"WOODY","Vitis spp.","MIDDLE",1
6,"WOODY","Vitis spp.","TOP",1
7,"HERB","Andropogon gerardi","BOTTOM",1
7,"HERB","Andropogon gerardi","MIDDLE",2
7,"HERB","Andropogon gerardi","TOP",1
7,"HERB","Andropogon scoparius","TOP",1
7,"HERB","Antennaria fallax","BOTTOM",1
7,"HERB","Antennaria fallax","MIDDLE",16
7,"HERB","Antennaria fallax","TOP",71
7,"HERB","Apocynum androsaemifolium","MIDDLE",1
7,"HERB","Apocynum androsaemifolium","TOP",1
7,"HERB","Asclepias syriaca","BOTTOM",1
7,"HERB","Asclepias syriaca","MIDDLE",1
7,"HERB","Asclepias syriaca","TOP",1
7,"HERB","Aster sagittifolius","MIDDLE",1
7,"HERB","Aster sagittifolius","TOP",1
7,"HERB","Carex pensylvanica","BOTTOM",315
7,"HERB","Carex pensylvanica","MIDDLE",292
7,"HERB","Carex pensylvanica","TOP",188
7,"HERB","Desmodium nudiflorum","BOTTOM",8
7,"HERB","Desmodium nudiflorum","MIDDLE",1
7,"HERB","Desmodium nudiflorum","TOP",1
7,"HERB","Erigeron pulchellus","MIDDLE",1
7,"HERB","Erigeron pulchellus","TOP",68
7,"HERB","Euphorbia corrolata","BOTTOM",3
7,"HERB","Euphorbia corrolata","MIDDLE",1
7,"HERB","Euphorbia corrolata","TOP",1
7,"HERB","Galium boreale","TOP",1
7,"HERB","Galium circaezans","BOTTOM",8
7,"HERB","Galium circaezans","MIDDLE",9
7,"HERB","Galium circaezans","TOP",10
7,"HERB","Galium pilosum","BOTTOM",1
7,"HERB","Galium pilosum","MIDDLE",15
7,"HERB","Galium pilosum","TOP",48
7,"HERB","Galium triflorum","BOTTOM",1
7,"HERB","Galium triflorum","MIDDLE",5
7,"HERB","Galium triflorum","TOP",17
7,"HERB","Helianthus divaricatus","BOTTOM",14
7,"HERB","Helianthus divaricatus","MIDDLE",29
7,"HERB","Helianthus divaricatus","TOP",18
7,"HERB","Hepatica americana","MIDDLE",1
7,"HERB","Hieracium venosum","BOTTOM",1
7,"HERB","Hieracium venosum","MIDDLE",3
7,"HERB","Hieracium venosum","TOP",5
7,"HERB","Lespedeza intermedia","MIDDLE",1
7,"HERB","Lespedeza intermedia","TOP",145
7,"HERB","Lespedeza virginica","TOP",1
7,"HERB","Lysimachia quadrifolia","BOTTOM",23
7,"HERB","Lysimachia quadrifolia","MIDDLE",19
7,"HERB","Lysimachia quadrifolia","TOP",1
7,"HERB","Monarda fistulosa","BOTTOM",10
7,"HERB","Monarda fistulosa","MIDDLE",15
7,"HERB","Monarda fistulosa","TOP",86
7,"HERB","Oenothera biennis","BOTTOM",1
7,"HERB","Oenothera biennis","MIDDLE",1
7,"HERB","Oenothera biennis","TOP",32
7,"HERB","Parietaria pensylvanica","TOP",1
7,"HERB","Phlox pilosa","BOTTOM",3
7,"HERB","Phlox pilosa","MIDDLE",10
7,"HERB","Phlox pilosa","TOP",4
7,"HERB","Phryma leptostachya","BOTTOM",1
7,"HERB","Phryma leptostachya","MIDDLE",1
7,"HERB","Phryma leptostachya","TOP",6
7,"HERB","Poa compressa","BOTTOM",5
7,"HERB","Poa compressa","MIDDLE",2
7,"HERB","Poa compressa","TOP",62
7,"HERB","Poa pratensis","BOTTOM",8
7,"HERB","Poa pratensis","MIDDLE",18
7,"HERB","Poa pratensis","TOP",23
7,"HERB","Polygonatum biflorum","BOTTOM",1
7,"HERB","Polygonatum biflorum","MIDDLE",10
7,"HERB","Polygonatum biflorum","TOP",11
7,"HERB","Potentilla simplex","BOTTOM",17
7,"HERB","Potentilla simplex","MIDDLE",32
7,"HERB","Potentilla simplex","TOP",18
7,"HERB","Prunella vulgaris","TOP",49
7,"HERB","Pteridium aquilinum","BOTTOM",184
7,"HERB","Pteridium aquilinum","MIDDLE",99
7,"HERB","Pteridium aquilinum","TOP",145
7,"HERB","Rubus flagellaris","BOTTOM",331
7,"HERB","Rubus flagellaris","MIDDLE",431
7,"HERB","Rubus flagellaris","TOP",94
7,"HERB","Rubus occidentalis","MIDDLE",1
7,"HERB","Rubus occidentalis","TOP",1
7,"HERB","Sanicula sp.","TOP",1
7,"HERB","Senecio pauperculus","MIDDLE",3
7,"HERB","Senecio pauperculus","TOP",47
7,"HERB","Smilacina racemosa","BOTTOM",1
7,"HERB","Smilacina racemosa","MIDDLE",1
7,"HERB","Smilacina racemosa","TOP",1
7,"HERB","Solidago juncea","BOTTOM",2
7,"HERB","Solidago juncea","MIDDLE",1
7,"HERB","Solidago juncea","TOP",3
7,"HERB","Solidago nemoralis","MIDDLE",1
7,"HERB","Solidago nemoralis","TOP",2
7,"HERB","Taenidia integerrima","MIDDLE",1
7,"HERB","Taenidia integerrima","TOP",1
7,"HERB","Viola sororia","BOTTOM",2
7,"HERB","Viola sororia","MIDDLE",25
7,"HERB","Viola sororia","TOP",37
7,"WOODY","Acer rubrum","BOTTOM",31
7,"WOODY","Acer rubrum","MIDDLE",9
7,"WOODY","Acer rubrum","TOP",7
7,"WOODY","Amelanchier arborea","BOTTOM",24
7,"WOODY","Amelanchier arborea","MIDDLE",12
7,"WOODY","Amelanchier arborea","TOP",37
7,"WOODY","Amelanchier laevis","BOTTOM",1
7,"WOODY","Amelanchier laevis","MIDDLE",1
7,"WOODY","Amelanchier laevis","TOP",1
7,"WOODY","Carya spp.","BOTTOM",57
7,"WOODY","Carya spp.","MIDDLE",17
7,"WOODY","Carya spp.","TOP",31
7,"WOODY","Ceanothus americanus","BOTTOM",1
7,"WOODY","Ceanothus americanus","MIDDLE",1
7,"WOODY","Ceanothus americanus","TOP",13
7,"WOODY","Celastrus scandens","BOTTOM",1
7,"WOODY","Cornus racemosa","BOTTOM",11
7,"WOODY","Cornus racemosa","TOP",1
7,"WOODY","Crataegus sp.","BOTTOM",1
7,"WOODY","Crataegus sp.","MIDDLE",5
7,"WOODY","Crataegus sp.","TOP",1
7,"WOODY","Gaylussacia baccata","BOTTOM",17
7,"WOODY","Juniperus communis","BOTTOM",1
7,"WOODY","Juniperus communis","MIDDLE",1
7,"WOODY","Juniperus communis","TOP",23
7,"WOODY","Parthenocissus quinquefolia","BOTTOM",65
7,"WOODY","Parthenocissus quinquefolia","MIDDLE",1
7,"WOODY","Parthenocissus quinquefolia","TOP",1
7,"WOODY","Populus grandidentata","BOTTOM",70
7,"WOODY","Populus grandidentata","MIDDLE",1
7,"WOODY","Prunus serotina","BOTTOM",213
7,"WOODY","Prunus serotina","MIDDLE",395
7,"WOODY","Prunus serotina","TOP",628
7,"WOODY","Prunus virginiana","MIDDLE",7
7,"WOODY","Prunus virginiana","TOP",1
7,"WOODY","Quercus alba","BOTTOM",26
7,"WOODY","Quercus alba","MIDDLE",50
7,"WOODY","Quercus alba","TOP",26
7,"WOODY","Quercus rubra","BOTTOM",2
7,"WOODY","Quercus rubra","MIDDLE",20
7,"WOODY","Quercus rubra","TOP",1
7,"WOODY","Quercus velutina","BOTTOM",25
7,"WOODY","Quercus velutina","MIDDLE",161
7,"WOODY","Quercus velutina","TOP",140
7,"WOODY","Ribes cynosbati","BOTTOM",41
7,"WOODY","Ribes cynosbati","MIDDLE",1
7,"WOODY","Ribes cynosbati","TOP",1
7,"WOODY","Rosa carolina","BOTTOM",1
7,"WOODY","Rosa carolina","MIDDLE",19
7,"WOODY","Rosa carolina","TOP",5
7,"WOODY","Sassafras albidum","BOTTOM",12
7,"WOODY","Sassafras albidum","MIDDLE",6
7,"WOODY","Sassafras albidum","TOP",5
7,"WOODY","Vaccinium corymbosum","BOTTOM",1
7,"WOODY","Vitis sp.","BOTTOM",1
7,"WOODY","Vitis sp.","MIDDLE",23
7,"WOODY","Vitis sp.","TOP",19
8,"HERB","Adiantum pedatum","BOTTOM",21
8,"HERB","Adiantum pedatum","MIDDLE",1
8,"HERB","Agropyron trachycaulum","BOTTOM",4
8,"HERB","Agropyron trachycaulum","MIDDLE",16
8,"HERB","Agropyron trachycaulum","TOP",8
8,"HERB","Amphicarpa bracteata","BOTTOM",11
8,"HERB","Amphicarpa bracteata","MIDDLE",30
8,"HERB","Amphicarpa bracteata","TOP",25
8,"HERB","Anemonella thalictroides","BOTTOM",8
8,"HERB","Anemonella thalictroides","MIDDLE",1
8,"HERB","Anemonella thalictroides","TOP",1
8,"HERB","Antennaria fallax","BOTTOM",8
8,"HERB","Antennaria fallax","MIDDLE",37
8,"HERB","Antennaria fallax","TOP",58
8,"HERB","Asclepias exaltata","BOTTOM",1
8,"HERB","Asclepias exaltata","MIDDLE",3
8,"HERB","Asclepias syriaca","MIDDLE",1
8,"HERB","Aster macrophyllus","BOTTOM",26
8,"HERB","Aster macrophyllus","MIDDLE",28
8,"HERB","Aster macrophyllus","TOP",30
8,"HERB","Aster sagittifolius","BOTTOM",5
8,"HERB","Aster sagittifolius","MIDDLE",4
8,"HERB","Aster sagittifolius","TOP",2
8,"HERB","Carex pensylvanica","BOTTOM",361
8,"HERB","Carex pensylvanica","MIDDLE",366
8,"HERB","Carex pensylvanica","TOP",364
8,"HERB","Cystopteris fragilis","MIDDLE",1
8,"HERB","Desmodium nudiflorum","BOTTOM",10
8,"HERB","Desmodium nudiflorum","MIDDLE",7
8,"HERB","Desmodium nudiflorum","TOP",2
8,"HERB","Erigeron pulchellus","TOP",1
8,"HERB","Festuca obtusa","BOTTOM",28
8,"HERB","Festuca obtusa","MIDDLE",1
8,"HERB","Festuca obtusa","TOP",1
8,"HERB","Galium boreale","BOTTOM",3
8,"HERB","Galium boreale","MIDDLE",29
8,"HERB","Galium boreale","TOP",109
8,"HERB","Galium circaezans","BOTTOM",1
8,"HERB","Galium circaezans","MIDDLE",1
8,"HERB","Galium circaezans","TOP",2
8,"HERB","Galium triflorum","BOTTOM",1
8,"HERB","Galium triflorum","MIDDLE",1
8,"HERB","Geranium maculatum","BOTTOM",11
8,"HERB","Geranium maculatum","MIDDLE",5
8,"HERB","Geranium maculatum","TOP",18
8,"HERB","Helianthus divaricatus","BOTTOM",5
8,"HERB","Helianthus divaricatus","MIDDLE",1
8,"HERB","Helianthus divaricatus","TOP",6
8,"HERB","Hepatica americana","BOTTOM",123
8,"HERB","Hepatica americana","MIDDLE",93
8,"HERB","Hepatica americana","TOP",151
8,"HERB","Heuchera richardsonii","BOTTOM",1
8,"HERB","Heuchera richardsonii","MIDDLE",8
8,"HERB","Heuchera richardsonii","TOP",31
8,"HERB","Hieracium venosum","TOP",1
8,"HERB","Monarda fistulosa","BOTTOM",1
8,"HERB","Monarda fistulosa","MIDDLE",1
8,"HERB","Monarda fistulosa","TOP",14
8,"HERB","Panicum latifolium","BOTTOM",33
8,"HERB","Panicum latifolium","MIDDLE",6
8,"HERB","Panicum latifolium","TOP",18
8,"HERB","Parietaria pensylvanica","BOTTOM",1
8,"HERB","Pedicularis canadensis","BOTTOM",14
8,"HERB","Pedicularis canadensis","MIDDLE",36
8,"HERB","Pedicularis canadensis","TOP",1
8,"HERB","Phlox pilosa","MIDDLE",3
8,"HERB","Phlox pilosa","TOP",6
8,"HERB","Phryma leptostachya","MIDDLE",1
8,"HERB","Poa compressa","BOTTOM",4
8,"HERB","Poa compressa","MIDDLE",23
8,"HERB","Poa compressa","TOP",74
8,"HERB","Poa pratensis","MIDDLE",1
8,"HERB","Poa pratensis","TOP",1
8,"HERB","Polygonatum biflorum","BOTTOM",1
8,"HERB","Polygonatum biflorum","MIDDLE",6
8,"HERB","Polygonatum biflorum","TOP",6
8,"HERB","Potentilla simplex","BOTTOM",1
8,"HERB","Prenanthes alba","BOTTOM",2
8,"HERB","Prenanthes alba","MIDDLE",11
8,"HERB","Prenanthes alba","TOP",7
8,"HERB","Prunella vulgaris","BOTTOM",9
8,"HERB","Prunella vulgaris","MIDDLE",7
8,"HERB","Prunella vulgaris","TOP",12
8,"HERB","Pteridium aquilinum","BOTTOM",6
8,"HERB","Pteridium aquilinum","MIDDLE",50
8,"HERB","Pteridium aquilinum","TOP",45
8,"HERB","Rubus flagellaris","BOTTOM",1
8,"HERB","Rubus flagellaris","MIDDLE",1
8,"HERB","Rubus flagellaris","TOP",1
8,"HERB","Rubus occidentalis","BOTTOM",1
8,"HERB","Rubus occidentalis","MIDDLE",16
8,"HERB","Rubus occidentalis","TOP",1
8,"HERB","Rudberckia hirta","BOTTOM",5
8,"HERB","Rudberckia hirta","MIDDLE",1
8,"HERB","Rudberckia hirta","TOP",1
8,"HERB","Sanicula sp.","BOTTOM",1
8,"HERB","Sanicula sp.","MIDDLE",1
8,"HERB","Sanicula sp.","TOP",1
8,"HERB","Smilacina racemosa","BOTTOM",9
8,"HERB","Smilacina racemosa","MIDDLE",6
8,"HERB","Smilacina racemosa","TOP",18
8,"HERB","Solidago juncea","BOTTOM",1
8,"HERB","Solidago juncea","TOP",1
8,"HERB","Solidago nemoralis","BOTTOM",1
8,"HERB","Solidago nemoralis","TOP",1
8,"HERB","Taenidia integerrima","MIDDLE",1
8,"HERB","Taenidia integerrima","TOP",2
8,"HERB","Thalictrum dioicum","BOTTOM",339
8,"HERB","Thalictrum dioicum","MIDDLE",255
8,"HERB","Thalictrum dioicum","TOP",48
8,"HERB","Uvularia grandiflora","BOTTOM",1
8,"HERB","Uvularia grandiflora","MIDDLE",1
8,"HERB","Uvularia grandiflora","TOP",2
8,"HERB","Veronicastrum virginianum","BOTTOM",1
8,"HERB","Veronicastrum virginianum","TOP",1
8,"HERB","Vicia carolina","BOTTOM",1
8,"HERB","Vicia carolina","MIDDLE",1
8,"HERB","Viola sororia","BOTTOM",3
8,"HERB","Viola sororia","MIDDLE",2
8,"HERB","Viola sororia","TOP",10
8,"WOODY","Acer rubrum","BOTTOM",16
8,"WOODY","Acer rubrum","MIDDLE",14
8,"WOODY","Acer rubrum","TOP",12
8,"WOODY","Amelanchier arborea","BOTTOM",1
8,"WOODY","Amelanchier arborea","TOP",12
8,"WOODY","Amelanchier laevis","MIDDLE",1
8,"WOODY","Amelanchier sanguinea","MIDDLE",12
8,"WOODY","Amelanchier sanguinea","TOP",26
8,"WOODY","Carya spp.","BOTTOM",12
8,"WOODY","Carya spp.","MIDDLE",15
8,"WOODY","Carya spp.","TOP",23
8,"WOODY","Cornus racemosa","MIDDLE",1
8,"WOODY","Cornus racemosa","TOP",1
8,"WOODY","Crataegus sp.","BOTTOM",1
8,"WOODY","Crataegus sp.","TOP",3
8,"WOODY","Gaylussacia baccata","BOTTOM",19
8,"WOODY","Gaylussacia baccata","MIDDLE",162
8,"WOODY","Gaylussacia baccata","TOP",142
8,"WOODY","Hamamelis virginiana","BOTTOM",58
8,"WOODY","Hamamelis virginiana","MIDDLE",4
8,"WOODY","Juniperus communis","MIDDLE",1
8,"WOODY","Juniperus communis","TOP",2
8,"WOODY","Parthenocissus quinquefolia","BOTTOM",1
8,"WOODY","Parthenocissus quinquefolia","TOP",1
8,"WOODY","Populus grandidentata","BOTTOM",9
8,"WOODY","Populus grandidentata","TOP",1
8,"WOODY","Prunus serotina","BOTTOM",4
8,"WOODY","Prunus serotina","MIDDLE",5
8,"WOODY","Prunus serotina","TOP",42
8,"WOODY","Prunus virginiana","BOTTOM",1
8,"WOODY","Prunus virginiana","MIDDLE",1
8,"WOODY","Prunus virginiana","TOP",1
8,"WOODY","Quercus alba","BOTTOM",1
8,"WOODY","Quercus alba","MIDDLE",13
8,"WOODY","Quercus alba","TOP",34
8,"WOODY","Quercus rubra","BOTTOM",33
8,"WOODY","Quercus rubra","MIDDLE",45
8,"WOODY","Quercus rubra","TOP",33
8,"WOODY","Quercus velutina","BOTTOM",1
8,"WOODY","Quercus velutina","MIDDLE",1
8,"WOODY","Quercus velutina","TOP",30
8,"WOODY","Ribes cynosbati","BOTTOM",1
8,"WOODY","Ribes cynosbati","MIDDLE",6
8,"WOODY","Ribes cynosbati","TOP",1
8,"WOODY","Rosa carolina","BOTTOM",5
8,"WOODY","Rosa carolina","MIDDLE",6
8,"WOODY","Rosa carolina","TOP",15
8,"WOODY","Sassafras albidum","BOTTOM",1
8,"WOODY","Sassafras albidum","MIDDLE",1
8,"WOODY","Sassafras albidum","TOP",1
8,"WOODY","Vaccinium corymbosum","MIDDLE",45
8,"WOODY","Vaccinium corymbosum","TOP",90
8,"WOODY","Vitis sp.","BOTTOM",1
8,"WOODY","Vitis sp.","MIDDLE",3
9,"HERB","Amph. Bract. V com.","BOTTOM",1
9,"HERB","Amph. Bract. V com.","MIDDLE",1
9,"HERB","Amph. Bract. V com.","TOP",45
9,"HERB","Amphicarpa bracteata","BOTTOM",338
9,"HERB","Amphicarpa bracteata","MIDDLE",1156
9,"HERB","Amphicarpa bracteata","TOP",1716
9,"HERB","Andropogon gerardi","MIDDLE",9
9,"HERB","Andropogon gerardi","TOP",142
9,"HERB","Andropogon scoparius","MIDDLE",1
9,"HERB","Andropogon scoparius","TOP",137
9,"HERB","Antennaria fallax","BOTTOM",4
9,"HERB","Antennaria fallax","MIDDLE",1
9,"HERB","Antennaria fallax","TOP",15
9,"HERB","Apocynum androsaemifolium","MIDDLE",1
9,"HERB","Apocynum androsaemifolium","TOP",2
9,"HERB","Asclepias syriaca","BOTTOM",1
9,"HERB","Asclepias syriaca","TOP",1
9,"HERB","Aster sagittifolius","BOTTOM",4
9,"HERB","Aster sagittifolius","MIDDLE",31
9,"HERB","Aster sagittifolius","TOP",16
9,"HERB","Carex pensylvanica","BOTTOM",222
9,"HERB","Carex pensylvanica","MIDDLE",405
9,"HERB","Carex pensylvanica","TOP",211
9,"HERB","Desmodium nudiflorum","BOTTOM",13
9,"HERB","Desmodium nudiflorum","MIDDLE",2
9,"HERB","Desmodium nudiflorum","TOP",1
9,"HERB","Desmodium paniculatum","BOTTOM",1
9,"HERB","Desmodium paniculatum","MIDDLE",1
9,"HERB","Desmodium rotundifolium","BOTTOM",1
9,"HERB","Desmodium rotundifolium","MIDDLE",160
9,"HERB","Erigeron pulchellus","BOTTOM",1
9,"HERB","Erigeron pulchellus","MIDDLE",15
9,"HERB","Erigeron pulchellus","TOP",27
9,"HERB","Euphorbia corrolata","BOTTOM",1
9,"HERB","Euphorbia corrolata","MIDDLE",3
9,"HERB","Euphorbia corrolata","TOP",1
9,"HERB","Galium circaezans","BOTTOM",11
9,"HERB","Galium circaezans","MIDDLE",3
